Absolutdruck 1 vs Winkelposition, Messreihe #1
Winkelposition ( rad )	Absolutdruck 1 ( kPa )
-1,286	123,98
-1,312	122,79
-1,338	121,84
-1,363	120,74
-1,389	119,84
-1,414	118,79
-1,439	117,66
-1,464	116,86
-1,488	115,89
-1,513	114,86
-1,536	114,10
-1,560	113,23
-1,583	112,54
-1,607	111,61
-1,629	110,81
-1,649	110,18
-1,671	109,36
-1,692	108,58
-1,711	108,03
-1,731	107,31
-1,750	106,63
-1,767	106,09
-1,786	105,38
-1,803	104,95
-1,819	104,35
-1,836	103,76
-1,852	103,31
-1,866	102,82
-1,880	102,35
-1,893	101,95
-1,905	101,50
-1,918	101,05
-1,929	100,76
-1,938	100,36
-1,948	100,09
-1,957	99,75
-1,965	99,40
-1,971	99,15
-1,978	98,85
-1,985	98,62
-1,990	98,43
-1,996	98,17
-2,001	98,04
-2,004	97,85
-2,007	97,72
-2,009	97,58
-2,011	97,47
-2,012	97,37
-2,012	97,29
-2,012	97,26
-2,012	97,18
-2,009	97,16
-2,007	97,20
-2,004	97,14
-2,000	97,20
-1,996	97,19
-1,992	97,18
-1,985	97,29
-1,978	97,29
-1,970	97,38
-1,960	97,49
-1,953	97,63
-1,943	97,81
-1,934	97,94
-1,923	98,15
-1,910	98,33
-1,898	98,58
-1,883	98,78
-1,869	99,10
-1,855	99,36
-1,841	99,64
-1,827	99,98
-1,810	100,29
-1,794	100,57
-1,775	100,98
-1,758	101,25
-1,739	101,70
-1,720	102,07
-1,701	102,48
-1,681	102,92
-1,660	103,41
-1,640	103,80
-1,618	104,37
-1,596	104,90
-1,574	105,38
-1,550	105,96
-1,527	106,40
-1,503	107,03
-1,480	107,70
-1,455	108,22
-1,431	108,96
-1,406	109,70
-1,381	110,28
-1,356	111,06
-1,330	111,87
-1,305	112,53
-1,279	113,42
-1,253	114,13
-1,227	115,05
-1,200	116,00
-1,173	116,75
-1,145	117,76
-1,118	118,81
-1,090	119,59
-1,063	120,65
-1,038	121,50
-1,012	122,63
-0,985	123,70
-0,958	124,62
-0,931	125,79
-0,905	126,90
-0,878	127,91
-0,851	129,14
-0,826	130,38
-0,801	131,41
-0,774	132,69
-0,749	133,78
-0,723	135,22
-0,697	136,65
-0,671	137,79
-0,647	139,26
-0,624	140,76
-0,600	141,99
-0,578	143,52
-0,554	145,02
-0,531	146,21
-0,507	147,70
-0,485	149,27
-0,463	150,43
-0,443	151,93
-0,421	153,51
-0,401	154,83
-0,380	156,23
-0,360	157,83
-0,341	159,02
-0,320	160,53
-0,303	162,02
-0,284	163,31
-0,267	164,79
-0,250	165,91
-0,234	167,37
-0,220	168,77
-0,204	169,86
-0,190	171,21
-0,176	172,64
-0,162	173,76
-0,149	175,02
-0,135	176,29
-0,124	177,27
-0,113	178,43
-0,101	179,64
-0,091	180,58
-0,080	181,61
-0,071	182,58
-0,063	183,40
-0,055	184,35
-0,047	184,97
-0,041	185,84
-0,036	186,70
-0,030	187,27
-0,024	187,97
-0,019	188,72
-0,014	189,17
-0,011	189,70
-0,008	190,15
-0,005	190,59
-0,003	191,02
-0,002	191,39
0,000	191,66
0,000	191,86
0,000	192,19
0,000	192,28
0,000	192,45
-0,002	192,49
-0,003	192,61
-0,006	192,55
-0,009	192,57
-0,013	192,45
-0,017	192,24
-0,022	192,02
-0,027	191,76
-0,033	191,49
-0,039	191,10
-0,046	190,74
-0,053	190,19
-0,061	189,82
-0,071	189,25
-0,080	188,79
-0,090	188,18
-0,101	187,49
-0,113	186,92
-0,124	186,18
-0,137	185,44
-0,149	184,69
-0,162	183,86
-0,174	182,88
-0,188	182,15
-0,203	181,20
-0,218	180,21
-0,234	179,33
-0,251	178,27
-0,269	177,13
-0,286	176,34
-0,303	175,08
-0,322	174,19
-0,341	172,97
-0,361	171,74
-0,382	170,71
-0,402	169,45
-0,423	168,13
-0,445	167,18
-0,465	165,70
-0,487	164,45
-0,509	163,25
-0,531	161,96
-0,554	160,56
-0,578	159,42
-0,603	157,90
-0,627	156,50
-0,652	155,37
-0,677	153,81
-0,702	152,76
-0,727	151,24
-0,754	149,76
-0,779	148,62
-0,806	147,17
-0,831	145,69
-0,858	144,51
-0,884	143,00
-0,911	141,53
-0,938	140,35
-0,964	138,96
-0,991	137,44
-1,018	136,27
-1,045	134,86
-1,073	133,46
-1,100	132,33
-1,128	130,96
-1,155	129,93
-1,183	128,65
-1,210	127,32
-1,236	126,33
-1,263	125,03
-1,288	123,90
-1,313	122,97
-1,340	121,76
-1,365	120,64
-1,390	119,74
-1,415	118,70
-1,440	117,86
-1,466	116,80
-1,491	115,86
-1,514	115,09
-1,538	114,11
-1,561	113,13
-1,585	112,47
-1,607	111,61
-1,629	110,79
-1,651	110,11
-1,671	109,29
-1,692	108,72
-1,712	108,01
-1,733	107,30
-1,750	106,74
-1,769	106,04
-1,786	105,41
-1,803	104,91
-1,821	104,36
-1,836	103,76
-1,852	103,39
-1,866	102,82
-1,880	102,36
-1,893	101,98
-1,905	101,56
-1,918	101,13
-1,929	100,74
-1,940	100,41
-1,949	100,07
-1,957	99,76
-1,965	99,54
-1,973	99,18
-1,979	98,93
-1,985	98,74
-1,992	98,49
-1,996	98,23
-2,001	98,13
-2,004	97,92
-2,007	97,78
-2,009	97,64
-2,011	97,50
-2,012	97,40
-2,012	97,36
-2,012	97,28
-2,012	97,26
-2,009	97,20
-2,007	97,19
-2,004	97,22
-2,000	97,19
-1,995	97,22
-1,990	97,25
-1,984	97,29
-1,978	97,36
-1,970	97,41
-1,960	97,55
-1,953	97,65
-1,943	97,76
-1,934	97,94
-1,923	98,12
-1,910	98,32
-1,898	98,52
-1,883	98,71
-1,869	98,99
-1,855	99,26
-1,841	99,53
-1,827	99,87
-1,810	100,11
-1,792	100,46
-1,775	100,86
-1,758	101,19
-1,739	101,57
-1,720	101,98
-1,701	102,33
-1,682	102,80
-1,660	103,26
-1,640	103,64
-1,618	104,18
-1,596	104,63
-1,574	105,23
-1,550	105,81
-1,527	106,27
-1,503	106,91
-1,480	107,54
-1,455	108,11
-1,431	108,82
-1,406	109,53
-1,381	110,12
-1,356	110,90
-1,330	111,53
-1,305	112,37
-1,279	113,25
-1,253	113,98
-1,227	114,85
-1,200	115,83
-1,173	116,59
-1,145	117,60
-1,118	118,37
-1,092	119,44
-1,063	120,52
-1,038	121,39
-1,012	122,46
-0,986	123,55
-0,960	124,43
-0,933	125,64
-0,905	126,79
-0,880	127,77
-0,853	128,95
-0,826	129,99
-0,800	131,27
-0,774	132,60
-0,749	133,70
-0,723	135,18
-0,697	136,53
-0,672	137,69
-0,647	139,11
-0,624	140,62
-0,600	141,84
-0,578	143,34
-0,554	144,84
-0,531	146,05
-0,509	147,53
-0,485	149,03
-0,463	150,31
-0,443	151,88
-0,421	153,08
-0,401	154,62
-0,380	156,15
-0,360	157,37
-0,341	158,89
-0,320	160,41
-0,303	161,59
-0,284	163,12
-0,267	164,60
-0,251	165,77
-0,234	167,23
-0,220	168,72
-0,204	169,82
-0,190	171,21
-0,176	172,57
-0,162	173,66
-0,149	174,95
-0,135	176,18
-0,124	177,13
-0,112	178,25
-0,101	179,25
-0,091	180,33
-0,082	181,43
-0,071	182,27
-0,063	183,26
-0,055	184,17
-0,047	184,92
-0,041	185,81
-0,035	186,65
-0,030	187,27
-0,024	187,99
-0,019	188,71
-0,014	189,15
-0,011	189,68
-0,008	190,14
-0,005	190,57
-0,003	190,92
-0,002	191,32
0,000	191,59
0,000	191,87
0,000	192,17
0,000	192,33
0,000	192,46
-0,002	192,54
-0,003	192,64
-0,006	192,61
-0,009	192,52
-0,013	192,34
-0,017	192,28
-0,020	192,02
-0,027	191,80
-0,033	191,59
-0,039	191,15
-0,046	190,82
-0,053	190,49
-0,061	189,97
-0,071	189,42
-0,080	189,00
-0,090	188,31
-0,101	187,71
-0,112	187,05
-0,124	186,35
-0,137	185,55
-0,149	184,89
-0,162	184,04
-0,174	183,12
-0,188	182,37
-0,203	181,34
-0,218	180,38
-0,234	179,54
-0,251	178,45
-0,269	177,59
-0,286	176,51
-0,303	175,33
-0,322	174,45
-0,341	173,16
-0,361	172,02
-0,382	171,09
-0,402	169,77
-0,423	168,50
-0,443	167,40
-0,465	166,14
-0,485	164,71
-0,509	163,63
-0,531	162,23
-0,554	160,77
-0,578	159,71
-0,603	158,16
-0,627	157,01
-0,652	155,54
-0,677	154,14
-0,702	152,91
-0,727	151,48
-0,754	149,96
-0,779	148,84
-0,806	147,41
-0,831	146,03
-0,859	144,78
-0,886	143,33
-0,913	141,93
-0,938	140,71
-0,964	139,19
-0,991	137,78
-1,018	136,62
-1,046	135,18
-1,073	133,76
-1,101	132,62
-1,128	131,29
-1,156	130,19
-1,183	128,89
-1,210	127,63
-1,236	126,56
-1,263	125,38
-1,288	124,17
-1,315	123,22
-1,340	122,01
-1,365	120,90
-1,390	120,02
-1,415	118,89
-1,440	118,05
-1,466	117,05
-1,491	116,10
-1,514	115,24
-1,539	114,30
-1,563	113,31
-1,585	112,65
-1,607	111,80
-1,629	111,11
-1,651	110,29
-1,673	109,49
-1,693	108,96
-1,714	108,17
-1,733	107,46
-1,751	106,85
-1,769	106,20
-1,788	105,53
-1,805	105,06
-1,821	104,47
-1,838	103,87
-1,852	103,47
-1,868	102,90
-1,880	102,53
-1,894	102,01
-1,907	101,59
-1,918	101,24
-1,929	100,87
-1,940	100,42
-1,949	100,10
-1,959	99,82
-1,967	99,51
-1,973	99,19
-1,979	98,92
-1,985	98,71
-1,992	98,47
-1,996	98,24
-2,001	98,08
-2,004	97,91
-2,007	97,74
-2,011	97,62
-2,011	97,52
-2,012	97,39
-2,012	97,35
-2,012	97,32
-2,011	97,30
-2,009	97,23
-2,007	97,26
-2,004	97,24
-2,000	97,23
-1,995	97,30
-1,990	97,29
-1,984	97,35
-1,978	97,42
-1,970	97,47
-1,960	97,62
-1,951	97,77
-1,942	97,88
-1,932	98,07
-1,921	98,24
-1,909	98,45
-1,896	98,67
-1,882	98,88
-1,868	99,14
-1,854	99,35
-1,839	99,68
-1,825	99,92
-1,808	100,21
-1,791	100,54
-1,773	100,89
-1,756	101,17
-1,737	101,58
-1,718	101,91
-1,698	102,38
-1,679	102,86
-1,659	103,23
-1,637	103,81
-1,615	104,33
-1,593	104,79
-1,571	105,35
-1,547	105,92
-1,524	106,42
-1,500	107,04
-1,477	107,57
-1,453	108,28
-1,428	108,97
-1,403	109,57
-1,378	110,31
-1,352	111,11
-1,327	111,72
-1,302	112,55
-1,275	113,43
-1,250	114,16
-1,224	115,10
-1,197	115,84
-1,169	116,85
-1,142	117,83
-1,115	118,63
-1,087	119,64
-1,060	120,74
-1,035	121,58
-1,008	122,74
-0,982	123,78
-0,955	124,71
-0,928	125,86
-0,902	126,78
-0,875	128,00
-0,848	129,25
-0,822	130,23
-0,796	131,53
-0,771	132,83
-0,745	134,04
-0,719	135,43
-0,693	136,54
-0,668	138,01
-0,644	139,45
-0,620	140,63
-0,597	142,08
-0,573	143,59
-0,550	144,92
-0,528	146,33
-0,504	147,89
-0,482	149,06
-0,460	150,68
-0,440	152,29
-0,418	153,51
-0,397	155,01
-0,377	156,52
-0,357	157,78
-0,338	159,29
-0,319	160,84
-0,300	161,99
-0,281	163,57
-0,264	164,64
-0,247	166,21
-0,232	167,76
-0,217	168,81
-0,203	170,26
-0,188	171,57
-0,174	172,68
-0,160	174,07
-0,146	175,35
-0,134	176,30
-0,121	177,53
-0,110	178,66
-0,099	179,66
-0,090	180,78
-0,079	181,70
-0,069	182,59
-0,061	183,58
-0,053	184,53
-0,047	185,31
-0,041	186,09
-0,035	186,74
-0,028	187,43
-0,024	188,24
-0,017	188,71
-0,014	189,34
-0,009	189,97
-0,008	190,30
-0,005	190,79
-0,003	191,26
-0,002	191,56
0,000	191,85
0,000	192,12
0,000	192,29
0,000	192,48
0,000	192,62
-0,002	192,58
-0,005	192,62
-0,006	192,61
-0,009	192,54
-0,013	192,42
-0,017	192,23
-0,024	192,05
-0,028	191,73
-0,035	191,54
-0,041	191,10
-0,049	190,75
-0,055	190,37
-0,063	189,77
-0,072	189,32
-0,082	188,75
-0,093	188,13
-0,102	187,54
-0,115	186,86
-0,127	186,13
-0,140	185,46
-0,151	184,69
-0,165	183,75
-0,178	183,05
-0,192	182,08
-0,207	181,20
-0,221	180,28
-0,237	179,21
-0,254	178,12
-0,272	177,23
-0,289	176,07
-0,308	175,11
-0,327	173,97
-0,346	172,71
-0,366	171,84
-0,386	170,57
-0,407	169,28
-0,427	168,15
-0,448	166,95
-0,470	165,56
-0,492	164,55
-0,514	163,18
-0,537	161,71
-0,561	160,68
-0,584	159,23
-0,609	157,87
-0,633	156,64
-0,658	155,16
-0,683	153,93
-0,708	152,47
-0,735	150,99
-0,760	149,83
-0,787	148,32
-0,812	146,95
-0,839	145,69
-0,866	144,22
-0,892	142,79
-0,919	141,58
-0,946	140,08
-0,972	138,65
-0,999	137,45
-1,026	136,00
-1,052	134,63
-1,081	133,55
-1,107	132,10
-1,136	131,00
-1,162	129,67
-1,191	128,36
-1,217	127,35
-1,244	126,07
-1,269	124,80
-1,296	123,87
-1,321	122,66
-1,348	121,51
-1,373	120,65
-1,398	119,51
-1,423	118,67
-1,448	117,54
-1,472	116,61
-1,497	115,80
-1,522	114,81
-1,546	113,93
-1,569	113,19
-1,591	112,29
-1,613	111,39
-1,635	110,69
-1,657	109,96
-1,679	109,30
-1,700	108,52
-1,718	107,82
-1,739	107,21
-1,756	106,60
-1,773	105,90
-1,792	105,45
-1,810	104,80
-1,825	104,23
-1,841	103,77
-1,857	103,23
-1,871	102,86
-1,885	102,38
-1,898	101,88
-1,910	101,51
-1,923	101,06
-1,934	100,72
-1,943	100,42
-1,953	100,10
-1,960	99,78
-1,968	99,46
-1,974	99,18
-1,981	98,98
-1,987	98,70
-1,993	98,52
-1,998	98,33
-2,003	98,08
-2,006	97,89
-2,009	97,77
-2,011	97,64
-2,012	97,53
-2,012	97,41
-2,012	97,30
-2,012	97,30
-2,011	97,23
-2,009	97,23
-2,006	97,18
-2,003	97,23
-1,998	97,24
-1,993	97,24
-1,989	97,27
-1,982	97,35
-1,974	97,42
-1,967	97,50
-1,957	97,62
-1,948	97,75
-1,940	97,93
-1,929	98,06
-1,918	98,22
-1,905	98,45
-1,891	98,67
-1,877	98,88
-1,865	99,11
-1,850	99,39
-1,835	99,70
-1,821	99,94
-1,803	100,27
-1,786	100,66
-1,767	100,97
-1,750	101,31
-1,731	101,77
-1,712	102,14
-1,693	102,62
-1,673	102,94
-1,651	103,46
-1,630	103,95
-1,608	104,43
-1,587	104,99
-1,565	105,50
-1,541	106,04
-1,517	106,62
-1,492	107,11
-1,469	107,80
-1,445	108,48
-1,420	109,08
-1,395	109,79
-1,370	110,56
-1,345	111,18
-1,319	112,03
-1,294	112,89
-1,268	113,58
-1,243	114,45
-1,216	115,22
-1,188	116,18
-1,161	117,12
-1,133	117,94
-1,106	118,97
-1,079	120,04
-1,052	120,87
-1,026	121,97
-1,001	123,05
-0,972	123,95
-0,947	125,07
-0,920	126,03
-0,894	127,20
-0,867	128,46
-0,840	129,46
-0,814	130,64
-0,789	131,99
-0,763	133,05
-0,737	134,50
-0,712	135,86
-0,685	137,00
-0,660	138,46
-0,636	139,66
-0,613	141,16
-0,589	142,61
-0,565	143,86
-0,543	145,33
-0,520	146,87
-0,498	148,16
-0,476	149,66
-0,454	151,15
-0,432	152,44
-0,412	153,93
-0,391	155,43
-0,371	156,68
-0,350	158,21
-0,331	159,71
-0,313	160,95
-0,294	162,48
-0,276	164,05
-0,259	165,28
-0,242	166,74
-0,226	167,86
-0,212	169,25
-0,198	170,65
-0,184	171,80
-0,170	173,08
-0,156	174,36
-0,141	175,38
-0,129	176,62
-0,118	177,86
-0,107	178,74
-0,096	179,95
-0,085	181,12
-0,075	181,89
-0,066	182,90
-0,058	183,90
-0,050	184,67
-0,044	185,52
-0,038	186,42
-0,033	187,03
-0,027	187,79
-0,020	188,38
-0,016	188,97
-0,013	189,53
-0,009	190,00
-0,006	190,48
-0,005	190,92
-0,002	191,17
-0,002	191,65
0,000	191,86
0,000	192,06
0,000	192,28
0,000	192,43
-0,002	192,58
-0,003	192,67
-0,005	192,58
-0,008	192,58
-0,011	192,53
-0,014	192,42
-0,019	192,20
-0,025	192,01
-0,030	191,74
-0,038	191,35
-0,044	190,91
-0,052	190,56
-0,058	190,00
-0,068	189,45
-0,075	189,00
-0,085	188,45
-0,096	187,96
-0,107	187,16
-0,119	186,43
-0,132	185,92
-0,145	185,10
-0,157	184,20
-0,170	183,53
-0,184	182,66
-0,198	181,59
-0,212	180,82
-0,228	179,80
-0,245	178,70
-0,261	177,93
-0,278	176,70
-0,297	175,61
-0,316	174,64
-0,335	173,52
-0,353	172,54
-0,374	171,35
-0,394	170,06
-0,415	169,01
-0,435	167,82
-0,457	166,35
-0,479	165,37
-0,501	163,92
-0,523	162,54
-0,547	161,43
-0,570	159,95
-0,595	158,53
-0,619	157,35
-0,642	155,89
-0,668	154,42
-0,693	153,28
-0,719	151,78
-0,746	150,35
-0,771	149,11
-0,798	147,65
-0,823	146,46
-0,850	145,00
-0,877	143,55
-0,903	142,35
-0,930	140,93
-0,957	139,34
-0,983	138,26
-1,010	136,73
-1,037	135,33
-1,063	134,20
-1,092	132,84
-1,118	131,40
-1,147	130,39
-1,175	129,07
-1,202	127,74
-1,228	126,75
-1,255	125,43
-1,280	124,50
-1,307	123,30
-1,332	122,14
-1,357	121,28
-1,384	120,20
-1,409	119,07
-1,433	118,21
-1,458	117,16
-1,483	116,11
-1,508	115,35
-1,532	114,39
-1,555	113,61
-1,579	112,75
-1,601	111,84
-1,623	111,13
-1,645	110,37
-1,667	109,52
-1,687	108,88
-1,707	108,20
-1,728	107,46
-1,745	106,93
-1,764	106,24
-1,781	105,78
-1,799	105,10
-1,816	104,49
-1,833	104,03
-1,849	103,52
-1,863	102,95
-1,877	102,62
-1,891	102,06
-1,904	101,65
-1,916	101,29
-1,927	100,87
-1,937	100,56
-1,946	100,15
-1,956	99,83
-1,963	99,56
-1,971	99,25
-1,978	98,95
-1,984	98,75
-1,990	98,55
-1,995	98,32
-2,000	98,18
-2,004	97,97
-2,006	97,84
-2,009	97,65
-2,011	97,57
-2,012	97,44
-2,012	97,35
-2,012	97,30
-2,012	97,26
-2,011	97,24
-2,007	97,20
-2,004	97,20
-2,001	97,18
-1,996	97,17
-1,992	97,21
-1,985	97,28
-1,979	97,27
-1,971	97,34
-1,962	97,47
-1,954	97,56
-1,945	97,74
-1,935	97,89
-1,924	98,05
-1,912	98,30
-1,899	98,45
-1,885	98,71
-1,871	98,99
-1,857	99,18
-1,843	99,45
-1,828	99,76
-1,813	100,03
-1,795	100,34
-1,778	100,64
-1,759	101,04
-1,742	101,44
-1,723	101,75
-1,704	102,22
-1,684	102,69
-1,663	103,13
-1,641	103,63
-1,621	104,15
-1,599	104,65
-1,577	105,19
-1,554	105,75
-1,530	106,26
-1,506	106,83
-1,483	107,37
-1,458	108,02
-1,433	108,73
-1,409	109,31
-1,384	110,07
-1,359	110,82
-1,334	111,46
-1,307	112,31
-1,282	113,05
-1,255	113,91
-1,230	114,82
-1,203	115,62
-1,177	116,55
-1,148	117,60
-1,120	118,40
-1,093	119,43
-1,067	120,49
-1,040	121,31
-1,013	122,40
-0,988	123,30
-0,961	124,40
-0,935	125,60
-0,908	126,48
-0,880	127,71
-0,855	128,93
-0,828	129,93
-0,801	131,25
-0,776	132,56
-0,751	133,68
-0,724	135,16
-0,699	136,19
-0,672	137,74
-0,647	139,11
-0,624	140,38
-0,602	141,78
-0,578	143,29
-0,554	144,52
-0,533	146,07
-0,509	147,50
-0,487	148,74
-0,465	150,34
-0,443	151,93
-0,421	153,11
-0,401	154,70
-0,380	156,21
-0,361	157,49
-0,341	159,07
-0,322	160,63
-0,303	161,78
-0,284	163,28
-0,267	164,49
-0,251	165,87
-0,234	167,44
-0,220	168,52
-0,204	169,92
-0,190	171,27
-0,176	172,38
-0,162	173,81
-0,149	175,09
-0,135	176,07
-0,123	177,27
-0,112	178,44
-0,101	179,45
-0,091	180,60
-0,080	181,67
-0,071	182,46
-0,063	183,54
-0,055	184,26
-0,047	185,22
-0,041	186,02
-0,035	186,72
-0,028	187,51
-0,024	188,13
-0,019	188,68
-0,014	189,41
-0,011	189,86
-0,008	190,40
-0,005	190,85
-0,003	191,26
-0,002	191,55
0,000	191,84
0,000	192,12
0,000	192,27
0,000	192,56
0,000	192,56
-0,002	192,73
-0,005	192,72
-0,006	192,74
-0,009	192,64
-0,013	192,56
-0,017	192,47
-0,022	192,17
-0,027	191,90
-0,033	191,70
-0,039	191,21
-0,047	190,83
-0,055	190,44
-0,063	189,88
-0,071	189,45
-0,082	188,91
-0,091	188,21
-0,102	187,69
-0,113	186,99
-0,126	186,22
-0,138	185,66
-0,151	184,82
-0,163	183,95
-0,178	183,13
-0,192	182,26
-0,206	181,30
-0,221	180,53
-0,237	179,36
-0,253	178,35
-0,270	177,42
-0,289	176,31
-0,306	175,18
-0,325	174,17
-0,346	172,96
-0,364	172,10
-0,385	170,68
-0,405	169,49
-0,426	168,39
-0,448	167,20
-0,468	165,83
-0,490	164,66
-0,514	163,29
-0,536	161,78
-0,561	160,78
-0,584	159,22
-0,608	157,74
-0,633	156,62
-0,657	155,13
-0,682	153,67
-0,708	152,61
-0,734	151,02
-0,760	149,55
-0,785	148,35
-0,812	146,92
-0,837	145,77
-0,866	144,28
-0,892	142,79
-0,919	141,57
-0,944	140,05
-0,972	138,60
-0,999	137,47
-1,026	135,97
-1,052	134,54
-1,081	133,43
-1,107	132,02
-1,136	130,67
-1,162	129,59
-1,191	128,32
-1,217	127,23
-1,244	126,00
-1,269	124,76
-1,296	123,86
-1,321	122,66
-1,346	121,51
-1,373	120,63
-1,398	119,56
-1,423	118,40
-1,448	117,60
-1,472	116,59
-1,497	115,81
-1,521	114,88
-1,546	113,83
-1,569	113,14
-1,591	112,24
-1,615	111,41
-1,637	110,69
-1,657	109,91
-1,678	109,14
-1,698	108,54
-1,718	107,79
-1,737	107,30
-1,756	106,59
-1,775	105,92
-1,792	105,45
-1,810	104,87
-1,825	104,23
-1,843	103,78
-1,858	103,21
-1,872	102,71
-1,885	102,36
-1,899	101,85
-1,910	101,51
-1,923	101,05
-1,934	100,69
-1,943	100,38
-1,953	100,01
-1,960	99,70
-1,968	99,43
-1,974	99,10
-1,981	98,82
-1,987	98,65
-1,993	98,47
-1,998	98,29
-2,003	98,11
-2,006	97,93
-2,009	97,77
-2,011	97,66
-2,011	97,55
-2,012	97,50
-2,012	97,37
-2,012	97,34
-2,011	97,29
-2,009	97,27
-2,006	97,25
-2,003	97,30
-1,998	97,26
-1,993	97,29
-1,989	97,35
-1,981	97,44
-1,974	97,50
-1,967	97,58
-1,957	97,70
-1,948	97,82
-1,938	97,99
-1,929	98,16
-1,916	98,36
-1,904	98,58
-1,891	98,81
-1,877	99,02
-1,863	99,35
-1,849	99,57
-1,835	99,87
-1,819	100,17
-1,802	100,46
-1,784	100,78
-1,767	101,09
-1,748	101,51
-1,729	101,88
-1,711	102,23
-1,692	102,71
-1,671	103,22
-1,649	103,58
-1,629	104,13
-1,607	104,56
-1,585	105,12
-1,561	105,65
-1,538	106,16
-1,514	106,78
-1,491	107,41
-1,467	107,93
-1,444	108,61
-1,418	109,32
-1,393	109,96
-1,368	110,67
-1,341	111,33
-1,316	112,16
-1,291	112,99
-1,266	113,72
-1,239	114,60
-1,213	115,54
-1,186	116,32
-1,158	117,30
-1,131	118,30
-1,104	119,15
-1,076	120,20
-1,049	121,07
-1,024	122,12
-0,997	123,23
-0,971	124,11
-0,944	125,23
-0,917	126,44
-0,891	127,38
-0,864	128,57
-0,837	129,87
-0,811	130,85
-0,785	132,22
-0,760	133,32
-0,734	134,71
-0,707	136,13
-0,682	137,31
-0,657	138,68
-0,633	140,18
-0,609	141,36
-0,586	142,91
-0,564	144,45
-0,540	145,61
-0,517	147,17
-0,495	148,69
-0,473	149,83
-0,451	151,40
-0,430	153,01
-0,408	154,22
-0,388	155,67
-0,368	156,91
-0,347	158,51
-0,328	160,10
-0,309	161,30
-0,291	162,76
-0,273	164,33
-0,258	165,54
-0,240	167,02
-0,225	168,48
-0,209	169,53
-0,195	170,93
-0,181	172,30
-0,167	173,45
-0,154	174,70
-0,140	176,04
-0,127	176,92
-0,116	178,18
-0,105	179,38
-0,094	180,23
-0,085	181,42
-0,075	182,15
-0,066	183,20
-0,057	184,07
-0,050	184,95
-0,044	185,77
-0,038	186,63
-0,031	187,25
-0,025	187,97
-0,020	188,68
-0,016	189,20
-0,013	189,70
-0,009	190,28
-0,006	190,66
-0,003	191,05
-0,002	191,47
0,000	191,76
