Absolutdruck 1 vs Winkelposition, Messreihe #1
Winkelposition ( rad )	Absolutdruck 1 ( kPa )
1,725	157,87
1,751	160,01
1,778	162,62
1,803	165,21
1,827	167,28
1,847	169,77
1,868	171,79
1,887	174,20
1,905	176,51
1,921	178,33
1,935	180,39
1,948	182,43
1,960	183,88
1,970	185,62
1,981	187,28
1,987	188,60
1,993	189,75
1,998	191,05
2,001	191,75
2,003	192,55
2,003	193,32
2,003	193,76
2,001	194,12
1,996	194,25
1,992	194,34
1,984	194,26
1,974	193,90
1,963	193,57
1,951	193,00
1,938	192,31
1,924	191,52
1,907	190,43
1,890	189,44
1,871	187,99
1,849	186,62
1,828	185,54
1,805	183,89
1,781	182,29
1,756	180,90
1,729	179,05
1,701	177,33
1,671	175,93
1,641	173,90
1,610	172,31
1,579	170,22
1,546	168,15
1,513	166,46
1,478	164,29
1,442	162,14
1,404	160,20
1,368	157,98
1,329	155,57
1,291	153,70
1,253	151,35
1,214	148,96
1,175	147,09
1,134	144,74
1,093	142,40
1,052	140,44
1,012	138,17
0,971	135,84
0,931	134,10
0,891	131,72
0,851	130,12
0,811	127,93
0,770	125,79
0,730	124,25
0,693	122,33
0,653	120,46
0,616	118,92
0,578	117,30
0,540	115,50
0,504	114,27
0,470	112,68
0,437	111,48
0,404	110,02
0,374	108,65
0,342	107,65
0,313	106,27
0,283	105,06
0,254	104,17
0,229	103,04
0,204	102,11
0,181	101,28
0,159	100,36
0,138	99,66
0,118	98,89
0,101	98,11
0,083	97,61
0,069	96,96
0,057	96,32
0,044	95,91
0,033	95,44
0,022	94,94
0,014	94,61
0,008	94,20
0,003	93,88
0,002	93,56
0,000	93,33
0,000	93,15
0,000	92,97
0,002	92,83
0,005	92,76
0,011	92,65
0,019	92,66
0,027	92,69
0,036	92,74
0,047	92,83
0,060	92,95
0,074	93,13
0,091	93,33
0,110	93,58
0,129	93,88
0,148	94,11
0,170	94,48
0,192	94,89
0,217	95,26
0,243	95,76
0,270	96,30
0,297	96,78
0,325	97,34
0,355	97,87
0,386	98,56
0,419	99,33
0,452	100,01
0,487	100,76
0,522	101,63
0,558	102,36
0,594	103,32
0,631	104,40
0,671	105,24
0,708	106,42
0,746	107,37
0,784	108,62
0,825	109,93
0,866	111,05
0,906	112,50
0,947	114,07
0,988	115,31
1,027	116,95
1,068	118,70
1,107	120,06
1,150	121,85
1,191	123,34
1,230	125,23
1,269	127,21
1,308	128,95
1,345	131,10
1,382	133,27
1,418	135,13
1,456	137,54
1,492	139,99
1,527	141,84
1,560	144,40
1,593	147,07
1,623	149,10
1,652	151,81
1,682	153,91
1,712	156,39
1,740	159,16
1,767	161,44
1,792	163,82
1,816	166,39
1,838	168,41
1,860	170,83
1,880	173,16
1,898	175,10
1,915	177,47
1,929	179,68
1,943	181,30
1,956	183,33
1,968	185,11
1,978	186,43
1,985	188,07
1,992	189,36
1,996	190,33
2,000	191,41
2,003	192,14
2,003	192,84
2,003	193,43
2,001	193,72
1,998	194,08
1,993	194,32
1,987	194,18
1,979	194,04
1,968	193,69
1,957	193,27
1,945	192,49
1,931	191,61
1,915	190,89
1,898	189,62
1,879	188,71
1,858	187,36
1,836	185,92
1,814	184,60
1,792	183,05
1,767	181,27
1,740	179,92
1,712	178,11
1,684	176,32
1,654	174,83
1,623	172,90
1,591	170,82
1,560	169,22
1,527	167,16
1,492	165,04
1,456	163,31
1,420	161,00
1,382	158,72
1,345	156,83
1,307	154,40
1,269	152,20
1,230	150,16
1,191	147,82
1,151	145,83
1,111	143,49
1,070	141,16
1,029	139,27
0,988	137,06
0,949	134,66
0,908	133,01
0,867	130,74
0,826	128,57
0,785	126,81
0,748	124,79
0,708	122,81
0,669	121,26
0,631	119,49
0,592	118,01
0,556	116,31
0,520	114,62
0,485	113,33
0,451	111,80
0,418	110,37
0,385	109,31
0,355	107,93
0,324	106,66
0,295	105,65
0,267	104,45
0,240	103,36
0,214	102,57
0,190	101,61
0,167	100,84
0,146	99,98
0,126	99,10
0,107	98,48
0,090	97,73
0,075	97,08
0,061	96,56
0,049	95,97
0,036	95,40
0,027	94,98
0,017	94,54
0,011	94,26
0,005	93,82
0,002	93,51
0,000	93,27
0,000	93,01
-0,002	92,81
0,000	92,73
0,003	92,62
0,009	92,55
0,016	92,52
0,024	92,57
0,031	92,66
0,042	92,79
0,055	92,89
0,069	93,01
0,085	93,23
0,102	93,44
0,121	93,67
0,140	93,99
0,160	94,30
0,184	94,63
0,207	95,00
0,232	95,38
0,259	95,90
0,286	96,48
0,314	96,92
0,344	97,56
0,374	98,29
0,407	98,87
0,440	99,67
0,474	100,51
0,507	101,19
0,543	102,14
0,580	102,84
0,617	103,89
0,655	104,97
0,693	105,88
0,730	107,05
0,768	108,26
0,809	109,27
0,850	110,63
0,891	112,08
0,931	113,31
0,972	114,88
1,012	116,20
1,052	117,86
1,092	119,61
1,133	121,04
1,173	122,85
1,214	124,69
1,253	126,30
1,293	128,35
1,330	130,03
1,367	132,21
1,403	134,46
1,440	136,31
1,478	138,77
1,514	141,32
1,547	143,39
1,580	145,95
1,612	148,36
1,641	150,49
1,671	153,19
1,701	155,78
1,729	157,79
1,756	160,53
1,783	163,09
1,806	165,20
1,830	167,82
1,852	170,26
1,872	172,28
1,890	174,76
1,907	177,04
1,924	178,76
1,938	180,76
1,953	182,33
1,963	184,14
1,974	185,88
1,982	187,25
1,989	188,68
1,995	189,96
1,998	190,99
2,001	191,95
2,003	192,83
2,003	193,37
2,003	193,90
2,000	194,17
1,995	194,37
1,990	194,45
1,982	194,26
1,973	193,99
1,962	193,33
1,949	192,81
1,935	191,99
1,921	191,01
1,904	190,24
1,887	189,01
1,866	187,75
1,844	186,63
1,822	185,19
1,800	183,59
1,777	182,26
1,750	180,46
1,723	178,73
1,695	177,21
1,665	175,34
1,635	173,63
1,604	171,65
1,572	169,54
1,539	167,86
1,505	165,80
1,470	163,64
1,433	161,99
1,396	159,63
1,359	157,41
1,321	155,52
1,283	153,16
1,246	150,69
1,206	148,77
1,166	146,39
1,126	144,01
1,085	142,19
1,045	139,77
1,004	137,57
0,964	135,68
0,924	133,44
0,883	131,67
0,842	129,38
0,801	127,34
0,762	125,63
0,723	123,63
0,683	121,63
0,646	120,24
0,608	118,48
0,570	116,69
0,534	115,31
0,498	113,76
0,463	112,51
0,429	111,01
0,397	109,56
0,366	108,46
0,336	107,20
0,306	105,94
0,276	104,97
0,250	103,83
0,223	102,75
0,198	101,98
0,176	100,96
0,152	100,22
0,132	99,46
0,113	98,68
0,096	98,04
0,080	97,38
0,066	96,74
0,053	96,32
0,041	95,81
0,030	95,33
0,020	94,98
0,013	94,54
0,006	94,25
0,003	93,91
0,000	93,58
0,000	93,40
0,000	93,18
0,000	93,04
0,002	92,92
0,006	92,78
0,013	92,75
0,020	92,78
0,028	92,83
0,039	92,89
0,050	93,00
0,064	93,08
0,079	93,24
0,096	93,50
0,115	93,75
0,134	93,99
0,152	94,34
0,174	94,73
0,198	95,09
0,223	95,54
0,248	95,91
0,275	96,45
0,303	97,04
0,333	97,48
0,363	98,15
0,394	98,83
0,427	99,41
0,460	100,22
0,495	101,09
0,529	101,81
0,567	102,70
0,603	103,50
0,641	104,51
0,679	105,66
0,716	106,55
0,754	107,82
0,793	109,05
0,834	110,09
0,875	111,50
0,916	113,09
0,957	114,28
0,997	115,89
1,037	117,15
1,078	118,85
1,118	120,68
1,159	122,10
1,200	123,99
1,239	125,85
1,277	127,47
1,315	129,56
1,352	131,74
1,390	133,57
1,428	135,94
1,466	137,81
1,502	140,30
1,535	142,83
1,568	144,95
1,599	147,50
1,630	149,88
1,660	152,07
1,690	154,77
1,720	157,45
1,747	159,46
1,773	162,15
1,799	164,67
1,822	166,69
1,844	169,28
1,865	171,75
1,883	173,63
1,902	175,93
1,918	178,15
1,934	179,92
1,948	182,02
1,959	183,93
1,970	185,26
1,979	186,93
1,987	188,14
1,993	189,50
1,998	190,76
2,001	191,67
2,003	192,40
2,003	193,18
2,003	193,57
2,001	194,10
1,998	194,27
1,992	194,38
1,985	194,26
1,976	194,09
1,965	193,79
1,954	193,05
1,940	192,38
1,926	191,59
1,910	190,66
1,893	189,76
1,874	188,56
1,854	187,04
1,832	185,98
1,810	184,33
1,784	182,69
1,759	181,39
1,734	179,64
1,706	177,76
1,676	176,19
1,646	174,25
1,615	172,29
1,583	170,65
1,552	168,59
1,517	166,49
1,483	164,89
1,447	162,72
1,411	160,51
1,373	158,59
1,335	156,27
1,297	153,85
1,260	151,99
1,221	149,70
1,181	147,65
1,140	145,18
1,100	142,80
1,059	141,02
1,019	138,68
0,979	136,43
0,938	134,61
0,897	132,25
0,856	130,20
0,815	128,39
0,776	126,34
0,737	124,22
0,697	122,68
0,660	120,86
0,620	119,38
0,584	117,52
0,547	115,79
0,511	114,52
0,474	112,85
0,441	111,50
0,408	110,30
0,377	108,93
0,346	107,53
0,316	106,57
0,287	105,32
0,259	104,48
0,232	103,36
0,207	102,36
0,184	101,53
0,160	100,59
0,140	99,67
0,119	99,02
0,102	98,26
0,085	97,57
0,071	97,00
0,058	96,37
0,046	95,94
0,035	95,45
0,025	94,96
0,016	94,71
0,009	94,26
0,003	93,89
0,002	93,66
0,000	93,44
0,000	93,21
0,000	93,07
0,002	92,93
0,005	92,81
0,011	92,80
0,017	92,82
0,025	92,86
0,035	92,90
0,046	93,02
0,058	93,12
0,074	93,29
0,090	93,49
0,107	93,68
0,126	93,93
0,146	94,26
0,167	94,54
0,190	94,90
0,214	95,24
0,240	95,69
0,265	96,21
0,294	96,67
0,322	97,26
0,352	97,93
0,383	98,53
0,415	99,28
0,448	100,03
0,482	100,72
0,517	101,57
0,554	102,34
0,591	103,27
0,628	104,29
0,666	105,15
0,704	106,30
0,741	107,47
0,779	108,51
0,820	109,80
0,861	111,19
0,902	112,37
0,942	113,90
0,983	115,15
1,023	116,82
1,063	118,44
1,104	119,88
1,145	121,64
1,186	123,48
1,225	125,01
1,264	126,95
1,302	129,11
1,340	130,75
1,378	132,99
1,415	134,84
1,453	137,14
1,489	139,65
1,524	141,70
1,557	144,18
1,590	146,87
1,619	148,89
1,651	151,63
1,679	154,25
1,709	156,30
1,737	158,88
1,764	161,58
1,789	163,65
1,814	166,13
1,836	168,74
1,858	170,70
1,877	173,11
1,896	175,39
1,912	177,36
1,927	179,44
1,943	181,12
1,956	183,17
1,967	185,02
1,976	186,40
1,984	187,95
1,990	189,27
1,996	190,22
2,000	191,38
2,003	192,31
2,003	192,91
2,003	193,43
2,001	194,01
2,000	194,21
1,995	194,43
1,987	194,42
1,979	194,23
1,970	193,90
1,957	193,40
1,945	192,89
1,932	191,92
1,916	190,93
1,899	190,05
1,880	188,73
1,860	187,44
1,838	186,20
1,816	184,72
1,794	183,44
1,769	181,81
1,744	179,95
1,715	178,53
1,687	176,77
1,656	174,77
1,626	173,21
1,594	171,27
1,561	169,29
1,530	167,50
1,495	165,33
1,459	163,14
1,423	161,36
1,385	159,11
1,348	156,79
1,310	154,83
1,272	152,39
1,233	150,00
1,194	148,08
1,155	145,66
1,114	143,77
1,073	141,43
1,032	139,07
0,993	137,29
0,952	135,00
0,911	132,80
0,870	130,99
0,829	128,76
0,790	126,73
0,749	125,14
0,712	123,09
0,672	121,24
0,633	119,73
0,597	117,93
0,559	116,53
0,522	114,81
0,487	113,34
0,452	112,05
0,419	110,56
0,388	109,15
0,357	108,17
0,327	106,91
0,297	105,61
0,269	104,66
0,242	103,59
0,215	102,54
0,192	101,74
0,168	100,83
0,146	100,00
0,127	99,16
0,108	98,43
0,091	97,80
0,075	97,15
0,063	96,48
0,049	96,05
0,038	95,52
0,027	95,13
0,019	94,70
0,011	94,27
0,005	94,01
0,002	93,68
0,000	93,38
0,000	93,23
-0,002	93,09
0,000	92,91
0,003	92,85
0,008	92,74
0,014	92,74
0,022	92,76
0,031	92,84
0,042	92,89
0,055	92,98
0,068	93,17
0,083	93,35
0,101	93,56
0,119	93,83
0,140	94,06
0,160	94,46
0,182	94,82
0,206	95,13
0,231	95,60
0,258	96,04
0,284	96,57
0,313	97,17
0,341	97,70
0,372	98,36
0,404	99,11
0,437	99,72
0,471	100,50
0,506	101,35
0,542	102,08
0,578	103,01
0,616	103,79
0,653	104,89
0,691	106,00
0,729	106,97
0,767	108,16
0,806	109,43
0,847	110,58
0,888	111,96
0,930	113,48
0,969	114,75
1,010	116,35
1,051	117,68
1,090	119,41
1,131	121,20
1,172	122,67
1,213	124,52
1,252	126,48
1,290	128,14
1,327	130,26
1,365	132,03
1,403	134,40
1,440	136,74
1,477	138,57
1,513	141,11
1,546	143,66
1,579	145,66
1,610	148,29
1,640	150,89
1,670	153,01
1,700	155,64
1,728	158,35
1,755	160,46
1,781	163,03
1,805	165,60
1,828	167,56
1,850	170,05
1,871	172,58
1,890	174,39
1,907	176,67
1,924	178,51
1,938	180,65
1,951	182,66
1,962	184,30
1,973	186,01
1,981	187,62
1,989	188,93
1,993	190,11
2,000	191,25
2,001	192,05
2,003	192,76
2,003	193,46
2,003	193,89
2,000	194,23
1,996	194,37
1,990	194,35
1,982	194,15
1,973	193,91
1,962	193,41
1,949	192,81
1,937	192,12
1,923	191,29
1,905	190,24
1,887	189,21
1,866	187,99
1,846	186,59
1,824	185,31
1,800	183,75
1,778	182,12
1,751	180,75
1,725	178,94
1,696	177,12
1,667	175,55
1,635	173,61
1,605	172,11
1,574	170,05
1,541	167,97
1,506	166,33
1,472	164,13
1,434	161,93
1,398	160,02
1,360	157,76
1,323	155,40
1,285	153,55
1,246	151,13
1,208	148,67
1,169	146,73
1,128	144,29
1,087	142,00
1,046	140,17
1,005	137,91
0,964	135,52
0,924	133,67
0,883	131,46
0,844	129,77
0,803	127,59
0,763	125,40
0,724	123,91
0,685	121,90
0,647	120,13
0,609	118,63
0,572	116,97
0,534	115,26
0,500	113,86
0,465	112,39
0,430	111,12
0,397	109,68
0,368	108,34
0,336	107,33
0,308	106,05
0,278	104,89
0,250	103,96
0,223	102,92
0,198	102,10
0,176	101,21
0,154	100,32
0,134	99,61
0,115	98,85
0,096	98,18
0,082	97,58
0,066	96,97
0,053	96,38
0,041	95,91
0,031	95,44
0,020	95,04
0,013	94,61
0,006	94,25
0,003	93,93
0,000	93,61
0,000	93,37
0,000	93,22
0,000	93,02
0,002	92,91
0,006	92,77
0,011	92,74
0,020	92,68
0,028	92,73
0,039	92,77
0,050	92,86
0,064	92,98
0,079	93,15
0,094	93,34
0,113	93,62
0,134	93,93
0,152	94,18
0,174	94,63
0,198	94,95
0,221	95,40
0,248	95,93
0,275	96,35
0,303	96,91
0,331	97,50
0,361	98,02
0,394	98,68
0,426	99,46
0,460	100,07
0,495	100,94
0,529	101,67
0,565	102,60
0,603	103,57
0,639	104,43
0,677	105,60
0,716	106,76
0,754	107,73
0,793	109,05
0,833	110,34
0,875	111,47
0,916	113,00
0,957	114,18
0,997	115,78
1,037	117,36
1,078	118,78
1,118	120,52
1,158	122,30
1,199	123,77
1,239	125,71
1,277	127,80
1,316	129,50
1,352	131,66
1,390	133,51
1,428	135,72
1,464	138,18
1,500	140,18
1,535	142,66
1,569	145,15
1,601	147,25
1,630	149,98
1,660	152,58
1,690	154,74
1,718	157,34
1,747	159,97
1,773	162,03
1,799	164,64
1,822	167,15
1,844	169,22
1,865	171,68
1,883	174,05
1,902	175,89
1,918	178,13
1,934	179,84
1,946	181,89
1,959	183,90
1,970	185,32
1,979	186,92
1,987	188,49
1,993	189,56
1,998	190,77
2,001	191,85
2,003	192,51
2,003	193,14
2,003	193,68
2,001	194,03
1,998	194,30
1,992	194,26
1,985	194,19
1,976	194,00
1,965	193,59
1,954	193,02
1,942	192,33
1,926	191,55
1,910	190,68
1,893	189,44
1,874	188,42
1,852	187,04
1,832	185,55
1,810	184,25
1,786	182,67
1,761	180,96
1,734	179,50
1,706	177,71
1,676	175,84
1,646	174,33
1,615	172,46
1,583	170,34
1,552	168,82
1,517	166,60
1,483	164,87
1,447	162,68
1,411	160,39
1,373	158,60
1,335	156,23
1,297	153,85
1,258	151,97
1,221	149,66
1,181	147,22
1,140	145,30
1,100	143,04
1,059	140,58
1,018	138,76
0,977	136,44
0,938	134,29
0,897	132,51
0,856	130,32
0,817	128,06
0,776	126,44
0,735	124,21
0,697	122,79
